Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cluster
Standard Class,Consumer,United States,Austin,Texas,Central,Technology,Phones,55.99199999999999,1.0,0.2,5.5992,0
First Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Paper,182.72,8.0,0.0,84.0512,0
First Class,Consumer,United States,Oceanside,New York,East,Furniture,Tables,400.032,2.0,0.4,28.770872676991154,0
First Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Storage,33.629999999999995,3.0,0.0,10.088999999999999,0
First Class,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,542.646,3.0,0.1,102.4998,0
First Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Labels,6.30000000000004,2.0,0.0,3.024000000000001,0
Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,242.94,3.0,0.0,9.717599999999997,0
Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Accessories,179.97,3.0,0.0,86.3856,0
Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,99.696,6.0,0.2,33.6474,0
Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,27.936000000000007,4.0,0.2,9.4284,0
Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Bookcases,84.98000000000002,1.0,0.0,18.6956,0
Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,18.720000000000027,5.0,0.2,6.552,0
Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,49.97999999999999,2.0,0.0,8.4966,0
Standard Class,Home Office,United States,Naperville,Illinois,Central,Office Supplies,Labels,11.783999999999992,3.0,0.2,4.271699999999999,0
Standard Class,Home Office,United States,Naperville,Illinois,Central,Office Supplies,Storage,272.736,3.0,0.2,28.770872676991154,0
Standard Class,Home Office,United States,Naperville,Illinois,Central,Office Supplies,Binders,3.539999999999992,2.0,0.8,-5.487000000000002,0
Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Supplies,51.52000000000001,5.0,0.2,-10.948,0
Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,3.5279999999999916,1.0,0.2,1.1465999999999994,0
Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,4.623999999999995,1.0,0.2,1.6762000000000015,0
Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Supplies,55.16799999999998,4.0,0.2,6.206400000000002,0
Same Day,Corporate,United States,San Diego,California,West,Furniture,Tables,567.12,10.0,0.2,-28.356,0
Same Day,Corporate,United States,San Diego,California,West,Office Supplies,Storage,359.32,4.0,0.0,7.186399999999999,0
Second Class,Consumer,United States,Evanston,Illinois,Central,Technology,Phones,11.99199999999999,1.0,0.2,0.8994,0
Standard Class,Consumer,United States,Trenton,Michigan,Central,Office Supplies,Binders,58.05000000000001,3.0,0.0,26.703,0
Standard Class,Consumer,United States,Trenton,Michigan,Central,Furniture,Furnishings,157.74,11.0,0.0,56.7864,0
Standard Class,Consumer,United States,Trenton,Michigan,Central,Office Supplies,Art,56.97999999999996,7.0,0.0,22.792,0
Standard Class,Consumer,United States,Trenton,Michigan,Central,Office Supplies,Binders,2.8799999999999955,1.0,0.0,1.411200000000001,0
First Class,Corporate,United States,San Francisco,California,West,Technology,Copiers,1199.976,3.0,0.2,374.9925,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,79.92000000000002,4.0,0.0,28.7712,0
Standard Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Tables,383.438,4.0,0.45000000000000007,28.770872676991154,0
Standard Class,Consumer,United States,Cottage Grove,Minnesota,Central,Office Supplies,Storage,24.560000000000002,2.0,0.0,6.876799999999999,0
Standard Class,Consumer,United States,Cottage Grove,Minnesota,Central,Technology,Accessories,119.8,4.0,0.0,47.92,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,13.127999999999986,3.0,0.2,4.2666,0
Standard Class,Corporate,United States,Green Bay,Wisconsin,Central,Office Supplies,Paper,22.72,4.0,0.0,10.224,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,58.31999999999999,9.0,0.0,27.9936,0
Standard Class,Corporate,United States,Atlanta,Georgia,South,Office Supplies,Labels,12.389999999999986,3.0,0.0,5.699400000000001,0
Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Phones,107.982,3.0,0.4,-26.9955,0
Second Class,Corporate,United States,Bossier City,Louisiana,South,Office Supplies,Envelopes,11.360000000000014,2.0,0.0,5.339199999999998,0
Second Class,Corporate,United States,Bossier City,Louisiana,South,Office Supplies,Envelopes,50.94,3.0,0.0,25.47,0
Second Class,Corporate,United States,Bossier City,Louisiana,South,Technology,Accessories,646.74,6.0,0.0,258.696,0
Second Class,Corporate,United States,Bossier City,Louisiana,South,Office Supplies,Binders,5.639999999999958,3.0,0.0,2.7072000000000003,0
Second Class,Corporate,United States,Bossier City,Louisiana,South,Office Supplies,Storage,572.58,6.0,0.0,34.3548,0
Standard Class,Corporate,United States,Saint Petersburg,Florida,South,Furniture,Furnishings,310.88,2.0,0.2,23.316,0
Standard Class,Consumer,United States,Arlington,Virginia,South,Furniture,Chairs,641.96,2.0,0.0,179.7488,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Office Supplies,Binders,18.28,2.0,0.0,9.14,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Technology,Phones,207.0,3.0,0.0,51.75,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Office Supplies,Binders,32.349999999999994,5.0,0.0,16.175,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Office Supplies,Binders,7.710000000000008,1.0,0.0,3.4695,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Office Supplies,Art,40.30000000000001,2.0,0.0,10.881,0
Standard Class,Corporate,United States,Des Moines,Iowa,Central,Furniture,Furnishings,34.579999999999984,7.0,0.0,14.5236,0
Standard Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Art,32.75999999999999,7.0,0.2,3.685500000000001,0
First Class,Home Office,United States,San Francisco,California,West,Furniture,Chairs,544.008,3.0,0.2,40.8006,0
First Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,59.94,3.0,0.0,28.1718,0
First Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,23.920000000000016,4.0,0.0,11.7208,0
First Class,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,4.280000000000001,1.0,0.0,1.9259999999999984,0
Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,32.06999999999999,5.0,0.7,-22.449000000000005,0
Second Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,24.0,2.0,0.2,-2.6999999999999993,0
Second Class,Consumer,United States,Columbus,Ohio,East,Furniture,Bookcases,35.49000000000001,1.0,0.5,-15.6156,0
Second Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,47.98400000000004,2.0,0.2,0.5997999999999983,0
Standard Class,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Envelopes,186.69,3.0,0.0,87.7443,0
Second Class,Consumer,United States,Lancaster,California,West,Office Supplies,Binders,17.45599999999999,2.0,0.2,5.891400000000001,0
Standard Class,Consumer,United States,Lancaster,California,West,Furniture,Chairs,348.928,2.0,0.2,34.8928,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Office Supplies,Binders,143.96000000000004,4.0,0.0,69.1008,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Office Supplies,Storage,15.419999999999987,1.0,0.0,4.163399999999999,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Office Supplies,Binders,43.03999999999999,8.0,0.0,21.0896,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Furniture,Chairs,332.94,3.0,0.0,79.9056,0
Same Day,Consumer,United States,Asheville,North Carolina,South,Technology,Phones,1363.96,5.0,0.2,85.2475,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,9.960000000000036,2.0,0.0,4.581600000000002,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,21.72,4.0,0.0,10.642800000000001,0
Standard Class,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Binders,20.159999999999997,7.0,0.0,9.8784,0
First Class,Corporate,United States,Rochester,New York,East,Office Supplies,Paper,132.79,7.0,0.0,63.7392,0
First Class,Corporate,United States,Rochester,New York,East,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
First Class,Corporate,United States,Rochester,New York,East,Office Supplies,Labels,21.559999999999974,7.0,0.0,10.3488,0
Standard Class,Consumer,United States,Lake Elsinore,California,West,Furniture,Chairs,283.92,5.0,0.2,17.745,0
First Class,Corporate,United States,San Diego,California,West,Furniture,Furnishings,22.22999999999999,1.0,0.0,7.335899999999999,0
First Class,Corporate,United States,San Diego,California,West,Technology,Phones,215.968,2.0,0.2,18.8972,0
Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,355.32,9.0,0.0,99.4896,0
Standard Class,Corporate,United States,Monroe,Louisiana,South,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,18.28,2.0,0.0,6.215199999999999,0
Standard Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Art,43.17599999999999,3.0,0.2,4.317599999999999,0
Standard Class,Consumer,United States,Denver,Colorado,West,Technology,Phones,1983.9680000000003,4.0,0.2,247.996,0
First Class,Consumer,United States,Omaha,Nebraska,Central,Furniture,Furnishings,28.400000000000006,2.0,0.0,11.076,0
First Class,Consumer,United States,Omaha,Nebraska,Central,Technology,Accessories,149.97,3.0,0.0,50.9898,0
First Class,Consumer,United States,Edmonds,Washington,West,Office Supplies,Art,11.52000000000001,4.0,0.0,3.2256,0
First Class,Consumer,United States,Edmonds,Washington,West,Furniture,Tables,1298.5500000000002,5.0,0.0,311.652,0
First Class,Consumer,United States,Edmonds,Washington,West,Office Supplies,Appliances,213.92,4.0,0.0,62.0368,0
First Class,Consumer,United States,Edmonds,Washington,West,Technology,Accessories,25.78,2.0,0.0,2.5779999999999994,0
Same Day,Consumer,United States,Santa Ana,California,West,Furniture,Furnishings,18.28,2.0,0.0,6.215199999999999,0
Same Day,Consumer,United States,Santa Ana,California,West,Technology,Accessories,1399.9300000000003,7.0,0.0,601.9699,0
First Class,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Paper,51.84,8.0,0.0,24.8832,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.343999999999994,1.0,0.2,1.8704,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,41.47200000000001,8.0,0.2,14.5152,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.1680000000000064,3.0,0.7,-2.428799999999999,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,1228.465,5.0,0.3,0.0,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.086000000000013,3.0,0.7,-22.7964,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,335.52,4.0,0.2,117.43200000000002,0
Standard Class,Consumer,United States,Belleville,New Jersey,East,Technology,Accessories,239.97,3.0,0.0,71.991,0
Standard Class,Consumer,United States,Belleville,New Jersey,East,Office Supplies,Labels,9.820000000000022,2.0,0.0,4.811799999999998,0
Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,67.79999999999998,4.0,0.0,4.067999999999998,0
Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,167.97,3.0,0.0,40.3128,0
Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Fasteners,35.0,7.0,0.0,16.8,0
Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Supplies,37.24000000000004,4.0,0.0,10.799599999999998,0
Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Envelopes,15.280000000000001,2.0,0.0,7.487200000000001,0
Second Class,Consumer,United States,Florence,Kentucky,South,Furniture,Chairs,301.96,2.0,0.0,90.588,0
Second Class,Consumer,United States,Florence,Kentucky,South,Office Supplies,Appliances,180.66,3.0,0.0,50.5848,0
Second Class,Consumer,United States,Florence,Kentucky,South,Technology,Phones,191.98,2.0,0.0,51.8346,0
Second Class,Consumer,United States,Florence,Kentucky,South,Technology,Phones,65.99000000000001,1.0,0.0,17.1574,0
Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Art,35.21599999999998,2.0,0.2,2.6412000000000013,0
Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Appliances,23.695999999999998,2.0,0.2,6.516400000000001,0
Standard Class,Corporate,United States,Tampa,Florida,South,Technology,Machines,265.475,1.0,0.5,28.770872676991154,0
Second Class,Consumer,United States,Tyler,Texas,Central,Office Supplies,Binders,51.184,4.0,0.8,28.770872676991154,0
Standard Class,Home Office,United States,Columbia,Tennessee,South,Office Supplies,Paper,9.663999999999987,2.0,0.2,3.2616000000000014,0
Standard Class,Corporate,United States,Fort Worth,Texas,Central,Technology,Phones,21.072000000000003,3.0,0.2,1.580400000000001,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,60.44999999999999,3.0,0.0,16.3215,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,11.52000000000001,4.0,0.0,3.3408000000000015,0
Standard Class,Corporate,United States,New York City,New York,East,Furniture,Bookcases,186.048,4.0,0.2,9.302399999999999,0
First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,37.43999999999997,4.0,0.2,11.7,0
First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,26.976,4.0,0.2,8.767200000000003,0
First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,11.360000000000014,2.0,0.0,3.2943999999999996,0
First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,14.620000000000005,2.0,0.0,6.871400000000001,0
Standard Class,Consumer,United States,Louisville,Kentucky,South,Technology,Phones,83.72,7.0,0.0,23.4416,0
Standard Class,Consumer,United States,Louisville,Kentucky,South,Furniture,Chairs,287.94,3.0,0.0,77.7438,0
Standard Class,Consumer,United States,Lorain,Ohio,East,Furniture,Furnishings,48.896000000000015,4.0,0.2,8.556800000000003,0
Standard Class,Corporate,United States,Linden,New Jersey,East,Technology,Accessories,115.36,7.0,0.0,49.6048,0
Second Class,Corporate,United States,Salinas,California,West,Office Supplies,Art,5.159999999999997,2.0,0.0,1.3415999999999997,0
Second Class,Corporate,United States,Salinas,California,West,Office Supplies,Paper,38.880000000000024,6.0,0.0,18.6624,0
Standard Class,Consumer,United States,Jackson,Mississippi,South,Office Supplies,Art,185.88,6.0,0.0,50.1876,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,44.460000000000036,2.0,0.0,14.6718,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,242.94,3.0,0.0,9.717599999999997,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,39.96000000000001,2.0,0.0,18.7812,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,102.30000000000001,10.0,0.0,26.598,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,21.360000000000042,2.0,0.0,5.767199999999999,0
Standard Class,Home Office,United States,New Brunswick,New Jersey,East,Office Supplies,Paper,7.610000000000014,1.0,0.0,3.576699999999999,0
Standard Class,Home Office,United States,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.159999999999997,2.0,0.0,3.5799999999999983,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,7.360000000000042,2.0,0.0,0.14720000000000155,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,23.100000000000023,2.0,0.0,10.625999999999998,0
Second Class,Corporate,United States,Jacksonville,Florida,South,Technology,Accessories,191.472,6.0,0.2,40.6878,0
Second Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Art,5.2479999999999905,2.0,0.2,0.5903999999999989,0
Second Class,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,59.184,2.0,0.2,5.178599999999999,0
Standard Class,Corporate,United States,Springfield,Virginia,South,Office Supplies,Labels,2.890000000000015,1.0,0.0,1.3582999999999998,0
Standard Class,Corporate,United States,Springfield,Virginia,South,Furniture,Furnishings,51.94,1.0,0.0,21.2954,0
First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936000000000007,4.0,0.2,5.179200000000002,0
Standard Class,Corporate,United States,Lancaster,Pennsylvania,East,Office Supplies,Binders,44.91,6.0,0.7,-35.928000000000004,0
First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1141.47,5.0,0.7,28.770872676991154,0
First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3.0,0.4,28.770872676991154,0
First Class,Consumer,United States,Concord,New Hampshire,East,Office Supplies,Paper,34.44,3.0,0.0,17.22,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,11.360000000000014,2.0,0.0,5.2256,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,106.34400000000001,7.0,0.2,37.2204,0
Standard Class,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5.0,0.2,67.256,0
Standard Class,Home Office,United States,Concord,New Hampshire,East,Furniture,Furnishings,322.59,3.0,0.0,64.518,0
Standard Class,Home Office,United States,Concord,New Hampshire,East,Technology,Accessories,29.99000000000001,1.0,0.0,13.1956,0
Standard Class,Home Office,United States,Concord,New Hampshire,East,Technology,Accessories,371.97,3.0,0.0,66.9546,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.891999999999996,4.0,0.7,-4.124400000000001,0
Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,68.47199999999998,3.0,0.2,23.1093,0
Second Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,1242.9,5.0,0.1,262.39,0
Standard Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Storage,30.840000000000003,2.0,0.0,8.326799999999999,0
Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Art,13.479999999999961,4.0,0.0,5.9312000000000005,0
First Class,Home Office,United States,Detroit,Michigan,Central,Furniture,Furnishings,31.400000000000006,5.0,0.0,10.048000000000002,0
Standard Class,Consumer,United States,Rochester,New York,East,Furniture,Furnishings,17.460000000000008,2.0,0.0,5.936399999999999,0
Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,13.943999999999988,3.0,0.2,4.5318000000000005,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,83.75999999999999,12.0,0.0,1.6752000000000002,0
Standard Class,Home Office,United States,Columbia,Maryland,East,Office Supplies,Binders,37.66,7.0,0.0,18.4534,0
Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,34.68000000000001,6.0,0.0,16.9932,0
Standard Class,Consumer,United States,New Rochelle,New York,East,Technology,Accessories,149.95,5.0,0.0,14.995,0
Standard Class,Consumer,United States,New Rochelle,New York,East,Office Supplies,Binders,51.31200000000001,3.0,0.2,18.6006,0
First Class,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Paper,4.539999999999992,1.0,0.0,2.0429999999999993,0
First Class,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Art,15.919999999999987,4.0,0.0,5.412800000000001,0
First Class,Home Office,United States,Detroit,Michigan,Central,Technology,Phones,543.92,8.0,0.0,135.98,0
First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,155.82,7.0,0.0,42.0714,0
First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,70.00799999999998,3.0,0.2,24.5028,0
Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Envelopes,15.647999999999996,2.0,0.2,5.0855999999999995,0
Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Labels,103.6,7.0,0.0,51.8,0
Second Class,Corporate,United States,Auburn,New York,East,Office Supplies,Paper,46.96000000000001,8.0,0.0,22.5408,0
First Class,Corporate,United States,Springfield,Ohio,East,Office Supplies,Binders,8.903999999999996,2.0,0.7,-6.529600000000002,0
First Class,Consumer,United States,Garland,Texas,Central,Office Supplies,Labels,10.439999999999998,5.0,0.2,3.3930000000000007,0
First Class,Consumer,United States,Garland,Texas,Central,Office Supplies,Binders,18.336000000000013,4.0,0.8,-32.088,0
First Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,323.976,3.0,0.2,20.2485,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,20.039999999999992,3.0,0.0,9.6192,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,64.95999999999998,2.0,0.0,2.598399999999998,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,323.136,4.0,0.2,12.1176,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,90.93,7.0,0.0,2.727899999999998,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,52.77600000000004,3.0,0.2,19.791,0
Standard Class,Home Office,United States,Jackson,Michigan,Central,Technology,Phones,1199.7999999999997,4.0,0.0,323.946,0
Standard Class,Home Office,United States,Jackson,Michigan,Central,Technology,Accessories,1928.7800000000002,7.0,0.0,829.3754,1
Standard Class,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Storage,352.38,2.0,0.0,81.0474,0
Standard Class,Home Office,United States,Norwich,Connecticut,East,Furniture,Furnishings,22.19999999999999,6.0,0.0,9.102,0
First Class,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,46.94,1.0,0.0,19.2454,0
First Class,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Accessories,143.73,9.0,0.0,56.0547,0
Standard Class,Corporate,United States,San Antonio,Texas,Central,Furniture,Tables,99.918,2.0,0.3,-18.556199999999997,0
Standard Class,Corporate,United States,San Antonio,Texas,Central,Furniture,Chairs,797.944,4.0,0.3,28.770872676991154,0
Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,8.568000000000012,3.0,0.8,-14.565599999999996,0
Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Envelopes,149.352,3.0,0.2,50.4063,0
Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,12.99199999999999,1.0,0.2,-0.8120000000000012,0
Standard Class,Consumer,United States,Alexandria,Virginia,South,Office Supplies,Storage,24.560000000000002,2.0,0.0,6.876799999999999,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,85.13999999999999,3.0,0.0,34.9074,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,21.990000000000038,1.0,0.0,10.5552,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,406.6,5.0,0.0,113.84800000000001,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,841.568,2.0,0.2,294.5488,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.443200000000001,0
First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,252.0,5.0,0.2,53.55,0
Standard Class,Home Office,United States,Springfield,Virginia,South,Office Supplies,Art,46.20000000000002,4.0,0.0,12.935999999999998,0
Standard Class,Home Office,United States,Springfield,Virginia,South,Office Supplies,Appliances,28.840000000000003,2.0,0.0,9.517200000000003,0
First Class,Consumer,United States,Toledo,Ohio,East,Office Supplies,Art,14.592000000000013,3.0,0.2,2.5535999999999994,0
First Class,Consumer,United States,Toledo,Ohio,East,Office Supplies,Art,89.856,3.0,0.2,21.3408,0
First Class,Consumer,United States,Toledo,Ohio,East,Office Supplies,Paper,13.872000000000014,3.0,0.2,5.028600000000001,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.192000000000007,3.0,0.2,4.114799999999999,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.05599999999998,8.0,0.2,15.2064,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,29.71799999999996,6.0,0.7,-21.7932,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.443200000000001,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,447.696,2.0,0.2,33.5772,0
First Class,Corporate,United States,Farmington,New Mexico,West,Technology,Accessories,159.99,1.0,0.0,54.3966,0
Standard Class,Corporate,United States,Riverside,California,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
Standard Class,Corporate,United States,Riverside,California,West,Office Supplies,Appliances,134.48,4.0,0.0,34.9648,0
First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,17.120000000000005,2.0,0.0,8.046399999999998,0
Standard Class,Corporate,United States,Torrance,California,West,Office Supplies,Binders,6.096000000000004,2.0,0.2,2.2098000000000013,0
Standard Class,Corporate,United States,Torrance,California,West,Furniture,Tables,1114.272,4.0,0.2,41.7852,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,540.57,3.0,0.0,140.5482,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,167.76,5.0,0.2,62.91,0
First Class,Consumer,United States,Mesa,Arizona,West,Furniture,Tables,393.165,3.0,0.5,28.770872676991154,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.488,7.0,0.2,-12.912199999999999,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.232,6.0,0.2,75.5424,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12.0,0.4,28.770872676991154,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.343999999999994,6.0,0.2,7.920000000000002,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.47200000000001,4.0,0.2,7.6416,0
Standard Class,Consumer,United States,Round Rock,Texas,Central,Office Supplies,Art,27.168000000000006,2.0,0.2,2.716799999999999,0
Standard Class,Consumer,United States,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2.0,0.32,-11.595999999999997,0
Standard Class,Consumer,United States,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5.0,0.0,43.45,0
Second Class,Consumer,United States,Phoenix,Arizona,West,Technology,Phones,29.591999999999985,1.0,0.2,2.5893000000000015,0
Second Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,4.7520000000000095,2.0,0.7,-3.168000000000003,0
Second Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.637599999999999,0
Same Day,Consumer,United States,Oceanside,California,West,Furniture,Furnishings,204.6,2.0,0.0,53.196,0
Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Chairs,321.568,2.0,0.2,28.1372,0
Standard Class,Home Office,United States,Fayetteville,Arkansas,South,Office Supplies,Binders,6.240000000000009,2.0,0.0,3.0576000000000008,0
First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,21.879999999999995,2.0,0.0,10.939999999999998,0
